run_id,model_name,quantization_artifact,quantization_dtype,quantization_granularity,quantization_method,metric_name,metric_value,artifact_path,calibration_dataset,num_calibration_samples
a4583c303f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"prompt_level_strict_acc,none",0.8,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a4583c303f/model,none,0
a4583c303f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"prompt_level_strict_acc_stderr,none",0.13333333333333333,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a4583c303f/model,none,0
a4583c303f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"inst_level_strict_acc,none",0.8888888888888888,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a4583c303f/model,none,0
a4583c303f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"prompt_level_loose_acc,none",0.8,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a4583c303f/model,none,0
a4583c303f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"prompt_level_loose_acc_stderr,none",0.13333333333333333,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a4583c303f/model,none,0
a4583c303f,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:channel+activations:token,dynamic,"inst_level_loose_acc,none",0.8888888888888888,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a4583c303f/model,none,0
e8fd400e60,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"prompt_level_strict_acc,none",0.8,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8fd400e60/model,none,0
e8fd400e60,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"prompt_level_strict_acc_stderr,none",0.13333333333333333,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8fd400e60/model,none,0
e8fd400e60,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"inst_level_strict_acc,none",0.8888888888888888,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8fd400e60/model,none,0
e8fd400e60,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"prompt_level_loose_acc,none",0.8,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8fd400e60/model,none,0
e8fd400e60,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"prompt_level_loose_acc_stderr,none",0.13333333333333333,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8fd400e60/model,none,0
e8fd400e60,Qwen/Qwen3-4B,weights+activations,weights:fp8+activations:fp8,weights:block+activations:group,dynamic,"inst_level_loose_acc,none",0.8888888888888888,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/e8fd400e60/model,none,0
a84ae91456,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"prompt_level_strict_acc,none",0.8,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a84ae91456/model,none,0
a84ae91456,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"prompt_level_strict_acc_stderr,none",0.13333333333333333,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a84ae91456/model,none,0
a84ae91456,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"inst_level_strict_acc,none",0.8888888888888888,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a84ae91456/model,none,0
a84ae91456,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"prompt_level_loose_acc,none",0.8,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a84ae91456/model,none,0
a84ae91456,Qwen/Qwen3-4B,weights+activations,weights:int8+activations:int8,weights:channel+activations:token,dynamic,"prompt_level_loose_acc_stderr,none",0.13333333333333333,/mnt/ssd2/shreyansh/ptq_experiments/artifacts/Qwen3-4B/dynamic/a84ae91456/model,none,0
